Gansu  (4290,1310)  (4340,1310)  (4240,1310)  (4240,1360)  (4290,1360)  (4340,1360)  (4240,1410)  (4290,1410)  (4340,1410)  (4240,1460)  (4290,1460)  (4340,1460)  (4190,1410)  (4190,1460)  (4190,1510)  (4190,1560)  (4240,1410)  | overflowToLeft=false
102 Sea Zone  (6075,2850)  (6125,2850)  (6025,2850)  (6025,2900)  (6075,2900)  (6125,2900)  (6025,2950)  (6075,2950)  (6125,2950)  (6025,3000)  (6075,3000)  (6125,3000)  (6075,3050)  (6125,3050)  (5975,2850)  (5975,2900)  (5975,2950)  (5985,2800)  (5935,2800)  (5885,2800)  (5925,2850)  (5930,2855)  | overflowToLeft=false
87 Sea Zone  (3750,3100)  (3800,3100)  (3700,3100)  (3700,3150)  (3750,3150)  (3800,3150)  (3700,3200)  (3750,3200)  (3800,3200)  (3700,3250)  (3750,3250)  (3800,3250)  (3700,3300)  (3750,3300)  (3800,3300)  (3700,3350)  (3750,3350)  (3800,3350)  (3700,3400)  (3750,3400)  (3800,3400)  (3850,3100)  (3850,3150)  (3850,3200)  (3850,3250)  (3850,3300)  (3850,3350)  (3850,3400)  (3650,3100)  (3650,3150)  (3650,3200)  (3650,3250)  (3650,3300)  (3650,3350)  (3650,3400)  | overflowToLeft=false
Shiansi  (4470,1380)  (4520,1380)  (4420,1380)  (4420,1430)  (4470,1430)  (4520,1430)  (4420,1480)  (4470,1480)  (4520,1480)  (4520,1530)  (4570,1380)  (4570,1330)  (4620,1330)  (4420,1480)  | overflowToLeft=false
61 Sea Zone  (420,2460)  (470,2460)  (370,2460)  (370,2510)  (420,2510)  (470,2510)  (370,2560)  (420,2560)  (470,2560)  (370,2610)  (420,2610)  (470,2610)  (370,2660)  (420,2660)  (470,2660)  (520,2610)  (520,2660)  (570,2660)  (620,2660)  (520,2560)  (375,2665)  | overflowToLeft=false
Himalayas  (3933,1891)  | overflowToLeft=false
Central Sahara  (2250,2113)  | overflowToLeft=false
Khabarovsk  (5600,560)  (5650,560)  (5550,560)  (5550,610)  (5600,610)  (5650,610)  (5550,660)  (5600,660)  (5650,660)  (5550,710)  (5600,710)  (5650,710)  (5700,560)  (5700,610)  (5550,760)  (5500,660)  (5500,660)  | overflowToLeft=false
Bolivia  (825,2580)  (875,2580)  (775,2580)  (775,2630)  (825,2630)  (875,2630)  (775,2680)  (825,2680)  (875,2680)  (770,2730)  (820,2730)  (780,2685)  | overflowToLeft=false
57  Sea Zone  (372,2109)  (324,2156)  (324,2108)  (419,2157)  (372,2061)  (420,2061)  (420,2109)  (322,2060)  (371,2204)  (323,2204)  (276,2156)  (276,2108)  (467,2157)  (467,2205)  (419,2205)  (275,2205)  (274,2060)  (371,2252)  (323,2252)  (515,2142)  (477,2253)  (429,2253)  (275,2253)  (381,2300)  (333,2300)  (465,2301)  (285,2301)  (417,2348)  (369,2348)  (321,2349)  (273,2349)  | overflowToLeft=false
Saudi Arabia  (3200,2120)  (3250,2120)  (3150,2120)  (3150,2170)  (3200,2170)  (3250,2170)  (3150,2220)  (3200,2220)  (3250,2220)  (3300,2120)  (3300,2170)  (3350,2170)  (3100,2120)  (3100,2170)  (3100,2220)  (3100,2070)  (3105,2175)  | overflowToLeft=false
33 Sea Zone  (2326,1600)  (2276,1600)  (2276,1550)  (2327,1550)  (2377,1600)  (2277,1500)  (2274,1650)  (2324,1650)  (2267,1452)  (2310,1700)  (2282,1605)  | overflowToLeft=false
Tomsk  (4130,300)  (4180,300)  (4080,300)  (4080,350)  (4130,350)  (4180,350)  (4080,400)  (4130,400)  (4180,400)  (4080,450)  (4130,450)  (4180,450)  (4080,500)  | overflowToLeft=false
Hawaiian Islands  (6750,1375)  (6800,1375)  (6700,1375)  (6700,1425)  (6750,1425)  (6800,1425)  (6700,1475)  (6750,1475)  (6800,1475)  (6700,1525)  (6750,1525)  (6800,1525)  (6700,1575)  (6750,1575)  (6800,1575)  (6705,1580)  | overflowToLeft=false
Cameroun  (2260,2490)  (2310,2490)  (2210,2490)  (2260,2540)  (2310,2540)  (2260,2590)  (2310,2590)  (2260,2640)  (2310,2640)  (2360,2640)  (2210,2540)  (2290,2690)  (2340,2690)  (2270,2650)  | overflowToLeft=false
Magadan  (5700,295)  (5750,295)  (5650,295)  (5650,350)  (5700,350)  (5750,350)  (5650,400)  (5700,400)  (5750,400)  (5650,450)  (5700,450)  (5750,450)  (5800,300)  (5800,350)  (5800,400)  (5800,450)  (5850,300)  (5850,350)  (5850,400)  (5850,450)  (5700,300)  (5700,350)  (5700,400)  (5700,450)  | overflowToLeft=false
36 Sea Zone  (2567,1719)  (2519,1740)  (2519,1692)  (2567,1671)  (2615,1671)  (2615,1719)  (2517,1644)  (2565,1623)  (2663,1722)  (2553,1575)  (2526,1527)  (2484,1479)  (2436,1450)  | overflowToLeft=false
Novgorod  (3100,520)  (3150,520)  (3050,520)  (3050,570)  (3100,570)  (3150,570)  (3050,620)  (3100,620)  (3150,620)  (3050,670)  (3100,670)  (3150,670)  (2990,720)  (3000,670)  | overflowToLeft=false
North Equatorial Africa  (2450,2280)  (2500,2280)  (2400,2280)  (2350,2280)  (2550,2280)  (2300,2280)  (2300,2330)  (2350,2330)  (2400,2330)  (2450,2330)  (2500,2330)  (2350,2380)  (2400,2380)  (2450,2380)  (2380,2430)  (2430,2430)  (2490,2440)  (2380,2430)  | overflowToLeft=false
146 Sea Zone  (3499,1537)  (3476,1489)  (3528,1585)  (3525,1459)  (3538,1633)  (3554,1681)  | overflowToLeft=false
74 Sea Zone  (3250,2647)  (3300,2647)  (3250,2697)  (3300,2697)  (3200,2697)  (3150,2697)  (3100,2697)  (3250,2597)  (3300,2597)  (3250,2547)  (3300,2547)  (3250,2497)  (3300,2497)  (3250,2447)  (3300,2447)  (3200,2647)  (3200,2597)  (3200,2465)  (3085,2420)  (3090,2370)  | overflowToLeft=false
Niger  (2140,2210)  (2190,2210)  (2090,2210)  (2090,2260)  (2140,2260)  (2190,2260)  (2040,2210)  (2040,2260)  (2240,2210)  (2240,2260)  (2290,2210)  (2240,2160)  (2290,2160)  (2035,2160)  (2085,2160)  (2340,2185)  (2050,2270)  | overflowToLeft=false
105 Sea Zone  (7110,2490)  (7160,2490)  (7060,2490)  (7060,2540)  (7110,2540)  (7160,2540)  (7060,2590)  (7110,2590)  (7160,2590)  (7060,2640)  (7110,2640)  (7160,2640)  (7060,2690)  (7110,2690)  (7160,2690)  (7060,2740)  (7110,2740)  (7160,2740)  (7060,2790)  (7110,2840)  (7160,2840)  (7060,2890)  (7110,2890)  (7160,2890)  (7060,2940)  (7110,2940)  (7160,2940)  (7062,2942)  | overflowToLeft=false
126b Sea Zone  (5255,1470)  (5305,1470)  (5205,1470)  (5205,1520)  (5255,1520)  (5305,1520)  (5205,1570)  (5255,1570)  (5305,1570)  (5205,1620)  (5255,1620)  (5305,1620)  (5205,1670)  (5255,1670)  (5305,1670)  (5155,1670)  (5155,1470)  (5355,1465)  (5205,1670)  (5163,1678)  | overflowToLeft=false
Burma  (4340,2140)  (4390,2140)  (4290,2140)  (4290,2190)  (4340,2190)  (4280,2240)  (4330,2240)  (4280,2290)  (4330,2290)  (4280,2340)  (4330,2340)  (4230,2340)  (4320,2390)  (4250,2340)  | overflowToLeft=false
North Italy  (2325,1332)  (2375,1332)  (2275,1332)  (2275,1382)  (2325,1382)  (2375,1382)  (2425,1332)  (2425,1382)  (2225,1332)  (2225,1382)  (2230,1387)  | overflowToLeft=false
Stalingrad  (3493,1247)  (3875,70)  (3925,70)  (3825,70)  (3875,120)  (3925,120)  (3825,170)  (3875,170)  (3925,170)  (3827,172)  | overflowToLeft=false
Amur  (5360,560)  (5410,560)  (5310,560)  (5310,610)  (5360,610)  (5410,610)  (5310,660)  (5360,660)  (5410,660)  (5260,560)  (5260,610)  (5260,660)  (5210,560)  (5210,610)  (5210,660)  (5160,660)  (5110,660)  (5060,660)  | overflowToLeft=false
20 Sea Zone  (1505,770)  (1555,770)  (1455,770)  (1455,820)  (1505,820)  (1555,820)  (1455,870)  (1505,870)  (1555,870)  (1455,920)  (1505,920)  (1555,920)  (1455,970)  (1505,970)  (1555,970)  (1455,1020)  (1505,1020)  (1455,1070)  (1505,1070)  (1460,975)  | overflowToLeft=false
Denmark  (2349,772)  (2345,70)  (2395,70)  (2295,70)  (2295,120)  (2345,120)  (2395,120)  (2295,170)  (2345,170)  (2395,170)  (2297,172)  | overflowToLeft=false
South Italy  (2432,1533)  (2482,1533)  (2382,1533)  (2432,1583)  (2482,1583)  (2432,1633)  (2482,1633)  (2532,1583)  (2532,1633)  (2427,1630)  | overflowToLeft=false
49 Sea Zone  (1280,2140)  (1330,2140)  (1230,2140)  (1230,2190)  (1280,2190)  (1330,2190)  (1230,2240)  (1280,2240)  (1330,2240)  (1230,2290)  (1280,2290)  (1330,2290)  (1230,2340)  (1280,2340)  (1330,2340)  (1280,2390)  (1330,2390)  (1380,2140)  (1380,2190)  (1380,2240)  (1380,2290)  (1380,2340)  (1380,2390)  (1180,2140)  (1180,2190)  (1180,2240)  (1180,2290)  (1180,2340)  | overflowToLeft=false
